SampleID	BibB1	Band	Year	Capture	Treatment	CRHn87	CRHn86	CRHn85	CRHn84	CRHn83	CRHn82	CRHn81	CRHn80	CRHn79	CRHn78	CRHn77	CRHn76	FKBP103	FKBP104	FKBP105	FKBP106	FKBP107	FKBP108	FKBP109	FKBP110	FKBP111	FKBP112	FKBP113	CRHR107	CRHR108	CRHR109	CRHR110	CRHR111	CRHR112	CRHR113	CRHR114	CRHR115	CRHR116	CRHR117	CRHR118	CRHR119	CRHR120	CRHR121	CRHR122	CRHR123	CRHR124	CRHR125	GRn18	GRn17	GRn16	GRn15	GRn14	GRn13	GRn12	GRn11	GRn10	GRn9	GRn8	GRn7	GRn6	GRn5
170369	36.06	272106709	2017	1	Dulled	16.9	23.9	4.0	15.2	14.5	26.0	12.7	15.2	25.6	15.1	16.0	23.1	48.16	57.62	42.72	37.38	48.35	33.56	37.7	30.24	26.98	22.34	18.82	0	2.63	4.36	8.75	0	3.12	0	11.47	4.65	4.41	7.54	3.03	8.31	8.88	12.82	5.17	8.05	4.48	4.73	49.86	45.67	19.33	4.62	4.88	51.35	18.39	28.42	57.16	60.59	48.85	0	59.53	25.92
170370	30.25	240150355	2017	1	Dulled	6.6	16.5	5.7	11.6	12.4	22.7	11.7	10.5	17.9	9.6	22.1	25.3	52.75	59.67	42.74	33.27	46.03	35.79	37.88	24.55	25.51	22.36	22.1	4.01	13.34	14.96	27.45	8.72	8.01	4.44	13.13	9.81	8.01	14.06	6.6	12.8	12.98	21.53	17.92	25.03	20.74	18.79	40.56	38.73	1.88	7.77	1.83	28.84	22.86	14.86	56.57	42.17	31.57	27.27	66.66	28.55
170374	35.88	212110252	2017	1	Control	12.7	26.0	6.9	18.6	19.7	35.0	18.1	23.1	33.0	20.6	17.7	29.8	70.16	86.67	64.48	71.7	82.7	70.82	66.28	60.01	55.81	54.21	54.22	0	3.26	6.12	10.62	4.54	4.15	1.95	10.24	4.3	6.01	8.03	3.96	8.31	5.74	10.94	4.08	11.23	7.35	6.16	39.86	44.18	7.54	5.35	1.19	37.37	18.66	17.02	53.71	44.91	38.08	61.13	58.98	28.15
170375	51.41	272106712	2017	1	Control													97.72	100	1.72	98.43	100	100	86.95	89.07	11.49	94.15	2.47																																	
170376	41.23	272106711	2017	1	Dulled	12.9	16.7	1.7	15.5	13.9	20.3	13.9	12.6	23.2	11.2	12.5	14.0	50.25	72	41.1	45.84	62.74	49.52	56.97	43.85	38.5	38.36	40.25	2.5	5.52	8.66	11.07	5.12	4.15	2.76	8.1	6.36	5.13	9.74	4.85	10.34	9.06	17.13	7.43	11.71	7.3	7.36	19.29	48.36	24.56	11.95	2.77	47.39	20.21	17.19	57.44	51.62	46.41	65.08	66.6	29.52
170389	37.49	232146950	2017	1	Dulled	15.6	21.7	2.8	18.8	17.5	28.1	15.9	16.8	31.1	16.7	19.2	26.6	64.61	76.36	52.6	51.76	71.27	53.46	55.39	48.41	39.15	34.63	27.25	1.68	4.74	7.98	8.72	3.18	2.71	0	7.39	5.49	3.55	6.21	2.95	6.01	5.01	11.71	7.71	9.93	5.45	6.91	34.46	50.15	24.3	11.43	2.51	48.11	22.23	19.86	55.48	52.95	48.49	31.36	66.98	30.39
170394	36.39	272107754	2017	1	Dulled	29.1	26.0	5.4	22.2	20.9	30.8	16.7	18.7	24.1	16.6	23.6	27.5	70.89	83.17	62.73	72.81	83.58	77.77	72.86	64.99	61.86	62.65	59.91	3.91	7.15	14.73	14.76	6.73	4.2	2.61	11.45	6.73	6.67	11.67	5.43	12.95	9.56	21.51	10.01	11.95	7.54	9.91	45.65	45.76	8.51	5.42	2.82	39.73	16.6	14.58	62.94	54.26	30.74	3	66.42	27.11
170395	36.68	272107755	2017	1	Control	12.9	17.8	0.0	14.1	8.7	18.6	9.7	8.1	14.8	7.5	10.9	5.7	63.08	82.24	61.11	65.8	80.06	73.45	75.52	66.6	72.45	71.94	69.41	2.63	5.41	11.61	12.68	5.84	4.22	2.01	12.1	6.27	7.09	10.91	4.78	8.92	8.47	17.87	7.77	9.25	5.28	8.99	49.57	46.55	5.9	5.5	0	43.3	21.99	23.22	59.27	51.7	43.45	32.32	63.31	31.48
170399	43.02	272107756	2017	1	Dulled	15.0	25.0	1.8	19.7	19.7	26.2	14.7	18.0	28.8	15.9	14.7	24.0	60.67	82.97	56.39	62.48	79.24	75.6	74.7	66.99	60.34	64.65	62.95	5.66	6.75	10.85	13.12	6.77	3.39	3.4	11.2	4.58	5.97	9.99	4.42	11.96	9.6	13.96	6.95	11.65	8.68	6.95	46.46	49.47	21.02	9.66	3.27	54.61	29.7	22.55	68.32	54.53	46.05	1.91	65.86	35.06
170401	34	272106613	2017	1	Control	10.1	23.9	0.0	18.7	12.4	26.7	15.6	13.7	29.2	14.9	14.0	18.4	62.98	86.25	57.59	68.62	83.31	65.06	73	66.09	64.87	71.61	69.91	3.4	9.78	22.64	21.25	16.64	5.44	1.89	17.12	12.77	10.36	16.34	7.33	17.19	14.97	27.82	11.24	18.6	14.95	14.62	56.61	59.33	11.62	4.07	0	46.67	23.2	20.58	62.89	46.07	44.22	70.13	61.57	34.71
170406	45.68	272107757	2017	1	Control	17.7	18.1	6.9	14.2	14.3	25.5	14.0	13.4	23.1	11.7	15.4	21.8	58.89	79.05	57.78	57.64	75.83	70.12	68.14	58.4	55.7	51.02	50.02	1.4	4.89	4.62	8.01	4.48	3.28	1.66	8.85	5.01	4.77	7.84	2.8	8.54	6.78	12.52	5.99	6.45	4.65	5.2						17.41	13.21	13.82	44.48	39.65	34.26	30.86	57.19	30.19
170409	40.98	240150273	2017	1	Control	19.9	30.4	8.6	27.5	22.3	43.3	33.4	21.7	32.8	25.8	30.8	38.2	68.99	83.22	63.23	70.48	79.58	81.68	76.34	54.1	61.41	59.24	64.07	3.17	7.41	7.74	11.45	9.43	4.96	2.13	8.17	9.72	3.43	11.51	3.33	6.59	10.17	20.94	8.02	11.3	10.26	13	42.69	45.35	1.99	7.02	1.9	32.26	15	13.55	53.63	40.6	37.49	30.36	65.3	15.92
170419	47.48	272107758	2017	1	Control	11.7	20.8	3.2	17.9	15.0	25.1	13.0	11.8	22.5	11.3	16.7	17.7	33.94	54.13	30.29	33.39	52.71	48	60.19	42.61	44.62	50.22	42.89	2.55	2.93	3.11	8.53	4.25	2.52	1.41	7.04	2.86	4.31	5.38	3.49	7.17	5.32	14.57	6.05	7.48	5.13	4.22	29.18	47.81	20.2	10.39	2.54	35.04	18.29	16.09	52.99	46.81	41.43	65.1	57.68	28.55
170427	33.33	272107016	2017	3	Dulled	18.9	20.0	5.5	19.7	18.2	30.9	13.8	17.9	25.8	16.4	14.6	21.0	69.05	87.55	70.19	83.49	89.39	86.85	74.96	69.96	77.64	76.42	68.17	3.76	10.31	17.43	19.99	10.57	4.26	4.85	17.7	14.56	9.28	20.27	10.73	16.61	11.68	29.81	11.51	18.51	8.73	14.26	43.46	49.19	18.86	5.52	0	40.8	23.3	15.8	56.21	50.73	43.64	3.36	65.54	34.37
170433	46.07	272106614	2017	1	Dulled	11.1	18.5	3.7	16.9	15.2	23.9	13.4	12.4	21.7	11.7	12.1	14.2	55.49	80.14	51.11	61.13	77.98	59.67	72.72	60.03	57.14	60.19	55.02	2.49	4.16	8.24	11.24	4.51	3.28	1.82	8.04	3.68	3.53	7.99	4.18	9.2	6.28	15.49	6.31	5.98	4.41	5.51	42.23	48.5				48.04	27.32	23.95	61.3	52.16	46.33	34.86	68.62	35.4
170434	49.52	272106603	2017	3	Dulled	12.0	18.3	6.2	16.5	13.0	27.6	12.7	11.9	23.6	10.3	10.7	15.1	55.38	79.93	51.03	51.44	73.48	56.8	62.95	51.62	46.42	48.23	46.51	2.15	4.13	8.26	10.79	4.22	2.52	1.85	8.77	6.26	5	10.03	3.36	11.88	8.48	11.81	8.76	10	2.62	4.52	28.45	55.61	32.77	13.75	3.74	43.85	23.9	21.18	58.82	55.23	48.87	69.08	69.24	35.83
170443	46.15	272106602	2017	3	Control	13.0	21.7	4.0	17.1	15.2	25.6	11.6	12.9	26.4	11.4	14.1	19.2	66.92	82.04	58.75	65.03	83.16	69.58	70.84	64.03	55.68			3.11	6.64	13.43	15.06	6.51	4.49	2.55	13.27	7.33	7.31	10.95	4.68	9.92	8.27						54.61	52.85	2.38	6.18	2.53	48.46	22.91	9.72	56.5	36.52	20.15	58.9	63.72	30.01
170444	51.72	263113714	2017	3	Control	11.7	17.3	4.6	14.1	18.3	22.3	18.9	13.3	22.0	13.2	10.5	12.4	61.93	75.86	53.38	59.21	78.58	61.84	70.94	61.37	53.79	51.13	50.81	2.76	6.52	9.69	10.08	4.58	3.04	1.29	9.88	5.36	4.21	10.79	4.62	8.89	9.18	17.3	9.2	10.92	7.35	7.63	54.73	57.29	11.14	7.58	2.71	52.39	25.81	20.82	64.1	54.76	49.97	65.82	66.88	33.57
170445	48.23	263113706	2017	3	Control	15.4	21.0	4.8	17.5	19.7	24.3	14.5	12.5	25.4	13.2	15.4	19.8	54.25	64.29	45.11	44.83	57.04	46.31	45.78	36.17	33.32	29.5	25.5	3.86	11.65	14.67	14.91	6.63	4.67	1.93	14.17	5.83	7.29	12.47	5.63	10.64	10.82	19.56	8.79	13.68	7.59	8.93	52.82	51.27	9.07	8.33	2.59	50.37	24.25	19.11	65.67	62.79	48	31.16	67.88	33.94
170446	51.02	262125983	2017	3	Dulled	13.9	21.8	0.0	16.6	15.0	25.5	14.1	12.5	25.5	12.7	14.0	15.6	67.2	85.94	63.68	76.03	87.97	77.06	38.85	68.36	67.9	71.71	67.37	2.34	5.04	7.81	13.76	5.47	4.43	2.46	7.95	4.8	3.76	10.57	5.03	9.53	8.93	19.44	8.82	12.04	8.07	10.37	53.03	58.81	12.17	10.93	2.69	42.27	15.76	17.18	56.13	51.22	42.42	70.57	65.26	40.36
170449	56.11	263114002	2017	3	Dulled	10.2	16.3	3.2	13.0	14.0	18.9	12.6	12.2	19.7	10.2	13.3	20.7	60	81.97	55.41	62.55	79.19	76.08	77.74	65.68	68.24	70.12	65.65	2.07	5.88	5.24	12.99	5.2	4.25	1.57	7.72	4.86	5.56	11.67	4.3	10.34	7.48	19.06	7.63	12.32	9.28	10.64	36.22	48.28	1.98	5.36	0	30.67	19.16	18	60.45	49.27	44.85	36.01	68.45	37.57
170458	53.79	272106604	2017	3	Dulled	11.6	19.9	5.6	14.4	14.5	23.9	13.4	11.6	24.4	13.2	18.1	24.3	43.67	52.52	34.91	33.28	46.74	33.96	37.69	29.2	25.45	21.4	21.44	3.27	6	10.2	12.97	4.73	3.04	2.52	12.07	5	4.92	12.32	4.92	10.71	8.88	25.06	9.69	10.33	8.7	10.3	49.38	55.17	22.35	6.41	3.18	51.41	26.12	26.1	61.44	58.37	53.45	2.21	68.65	32.44
170459	25.41	239159842	2017	3	Control	10.8	24.7	4.1	20.8	20.0	30.9	20.5	19.9	28.1	12.9	14.3	21.7	69.9	77.67	61.6	63.34	76.91	70.39	71.98	64.04	63.64	63.86	64.92	0	3.4	6.28	9.9	3.08	2.86	0	8.01	4.16	3.82	8.2	0	8.89	8.75	14.54	6.21	9.94	6.59	9.26						38.77	23.43	18.07	60.31	47.25	41.99	32.65	61.94	33.16
170460	48.12	272107623	2017	3	Control	8.7	13.8	4.9	11.2	10.4	20.9	8.8	9.4	17.4	7.7	9.5	13.2	62.35	79.63	59.29	62.42	76.94	65.4	66.02	56.09	53.29	49.13	44.78	1.98	3.66	7.43	8.74	3.22	2.18	1.35	7.42	3.69	3.86	7.48	3.55	8.38	7.11	13.92	6.72	8.98	5.58	5.83	47.02	47.1	9.5	7.28	1.72	36.2	23.72	17.45	56.8	28.33	38.52	34.22	65.3	32.9
170465	26.8	239159871	2017	3	Control	13.9	25.6	6.8	18.4	17.5	33.9	17.1	19.7	33.4	19.4	20.6	34.5	83.41	88.71	76.74	77.99	88.77	77.78	76.3	70.63	67.36	63.55	63.5	0	6.41	7.67	12.11	4.14	3.18	0	11.91	8.61	6.58	11.1	4.77	9.53	8.47	17.05	11.03	12.1	8	8.75	52.58	53.13	23.86	7.32	3.95	53.17	25.48	24.12	59.01	53.26	50.41	0	65.55	35.16
170466	52.92	272107019	2017	3	Dulled	20.4	25.1	2.3	23.7	22.6	33.6	18.0	22.4	33.7	18.9	19.4	29.4	60.35	71.55	52.61	54.41	65.66	67.03	60.78	50.79	47.73	44.59	45.47	2.5	6.39	9.72	10.06	5.33	3.98	2.53	8.28	5.53	4.48	8.5	4.54	11.06	9.8	16.58	8.85	15.51	8.37	9.59	47.97	50.97	21.44	7.07	2.59	46.29	20.02	11.63	55.66	50.06	46.01	58.48	67.32	25.86
170472	49.64	272107743	2017	3	Dulled	18.9	25.1	9.5	23.2	19.2	34.4	17.8	17.8	32.7	17.9	17.6	22.2	56.66	71.54	44.91	46.85	58.61	43.43	48.49	38.82	38.41	37.02	36.25	0	6.22	8.49	9.58	3.41	3.99	0	9.36	7.29	5.55	10.96	3.48	9.77	5.85	13.58	8.4	12.79	6.93	5.39	51.01	53.18	25.15	9.33	1.78	53.34	27.89	21.77	59.81	52.29	50.26	61.09	71.9	31.83
170477	34.83	259122567	2017	3	Dulled	17.3	24.8	1.1	21.3	21.0	28.4	16.5	19.9	30.9	17.0	18.4	24.9	47.22	56.64	35.54	39.81	50.93	45.75	46.45	37.95	34.41	32.46	31.92	2.68	8.38	7.26	10.1	4.61	2.67	1.93	8.99	4.59	4.32	9.24	3.96	8.82	8.71	18.92	9.37	12.36	8.39	9.1	37.23	60.79	33.39	13.77	5.48	54.48	28.08	23.96	65.61	53.59	49.72	32.89	74.04	38.31
170482	41.76	262125482	2017	3	Control	14.6	25.6	5.5	24.9	21.6	34.1	19.2	17.7	34.0	19.1	19.4	26.3	54.17	77.83	55.32	56.24	82.04	65.63	72.47	59.79	57.16	56.19		1.77	4.76	9	8.82	3.08	2.97	1.23	7.14	4.27	3.58	8.71	3.46	6.62	8.13	17.12	8.55	7.78	4.55	5.28						43.98	21.51	16.36	45.47	48.2	45.43	35.88	63.76	26.16
170483	32.9	272107039	2017	3	Dulled	11.1	22.9	7.2	19.7	18.8	30.5	16.2	16.8	27.2	13.5	13.6	21.6	33.39	43.09	30.88	34.68	40.47	36.43	37.94	30.95	29.74			1.64	3.49	4.89	7.42	2.59	1.78	0.87	5.7	2.48	2.99	6.04	3	7.09	5.35	10.4	5.22	7.36	4.1	4.24	44.01	46.52	6.84	3.21	2.17	36.69	17.09	16.64	55.69	47.32	47.29	33.46	64.14	30.7
170491	45.31	272106702	2017	3	Control	17.4	29.7	11.6	28.0	25.0	46.8	21.5	23.5	40.6	22.9	21.6	35.8												3.31	1.93	13.6	17.59	6.64	5.89	2.79	15.44	7.99	8.53	15.98	6.22	14.04	13.47	24.57	13.82	16.81	8.97	11.9	32.81	52.95	28.19	10.2	4.78	50.48	24.73	20.96	61.77	53.76	47.53	33.99	65.62	34.78
170493	44.94	272106703	2017	3	Dulled	11.0	20.7	1.1	16.4	13.6	24.7	13.7	13.8	25.1	11.8	13.0	17.0	64.88	74.07	53.99	48.52	69.32	46.76	51.65	42.83	31.85	32.56		2.23	5.31	9.33	11.03	5.02	3.04	1.9	11.3	5.29	5.12	9.7	3.85	8.73	7.72	13.71	6.6	9.01	6.24	7.5						39.13	25.07	23.57	64.07	49.24	41.65	71.89	68.39	40.79
170495	47.75	272107739	2017	3	Dulled	17.7	28.4	4.6	20.8	20.4	34.3	13.6	17.1	29.3	15.2	13.4	18.3	67.63	83.2	63.16	74.92	78.94	63.78	69.19	61.52	60.99	56.85	53.12	3.92	7.8	12.18	10.07	6.45	2.87	2.42	8.43	6.03	4.41	9.5	3.6	10.49	9.44	18.01	7.98	13.01	8.06	7.22	40.59	41.88	16.2	5.36	1.8	42.65	17.52	13.57	56.04	47.15	45.31	27.02	60.85	24.57
170496	41.94	272107217	2017	3	Dulled	15.9	26.0	9.9	27.2	23.1	39.9	19.5	22.5	34.2	16.4	16.3	26.1	71.92	80.43	62.85	64.25	76.38	65.66	68.08	58.75	58.85	60.52	61.32	2.32	6.96	12.41	9.68	2.17	3.06	3.27	14.96	7.48	7.97	14.22	5.66	15.51	12.03	25.59	14.05	17.05	10.61	11.64						41.13	25.94	20.05	63.31	52.56	44.24	34.19	70.7	36.65
170497	49.05	262125455	2017	3	Dulled	15.8	21.2	8.5	19.6	20.6	31.3	15.9	17.6	28.1	14.8	18.4	28.0	62.38	81.05	55.57	62.09	77.88	68.05	70.61	60.73	55.31	53.9		3.32	8.64	14.54	17.86	8.41	4.73	4.04	13.52	8.68	7.32	13.62	5.71	12.69	10.7						46.55	47.9	1.82	1.26	1.17	35.05	14.5	12.7	50.4	42.38	38.3	60.24	62.81	25.29
170502	47.16	262125490	2017	3	Control	22.1	27.5	1.3	24.0	24.9	35.0	17.9	19.6	31.3	17.7	18.8	22.5	62.4	76.17	49.39	49.87	66.64	48.41	52.67	41.88	37.23	32.52		1.14	8.79	12.21	12.09	5.97	4.69	1.64	10.72	4.66	5.94	11.42	3.39	10.85	10.1	16.98	8.54	11.87	8.23	9.62	38.94	60.27	22.44	11.38	4.46	52.65	27.47	24.04	63.8	57.33	51.16	34.3	75.12	36.95
170513	29.92	185146896	2017	3	Control	20.0	24.4	3.0	23.3	20.6	31.6	17.4	19.0	33.9	19.7	21.1	28.8	48.89	64.95	43.83	43.28	63.78	54.09	61	46.16	48.96	44.56		3.2	6.48	13.34	13.07	3.45	3.38	2.26	7.76	5.08	4.6	13.01	5.23	13.76	10.49	18.81	9.52	12.29	5.8	9.39	51.88	53.05	5.07	3.05	1.8	42.79	21.8	16.66	60.69	40.45	27.76	33.3	66.58	30.62
170514	31.8	262125950	2017	3	Dulled	13.3	26.0	7.4	19.2	17.9	27.4	13.0	16.9	29.7	15.7	17.6	26.9	59.95	78.46	55.11	55.1	75.97	59.99	65.11	53.92	44.47			3.44	8.94	15.98	16.15	6.34	4.77	3.09	14.57	8.96	5.97	15.32	6.47	14.17	12.21						55.28	53.15	6.88	4.91	2.47	54.01	31.47	25.2	66.65	49.2	36.4	38.25	77.78	38.02
170515	39.32	272107745	2017	3	Control	11.4	19.1	3.5	15.1	14.8	25.2	11.6	13.2	25.0	11.0	12.8	18.2	49.14	68.72	38.81	41.88	57.3	44.97	51.22	43.2	37.13	39.94	40.97	2.99	6.16	12.83	15.12	5.44	4.59	2.73	11.73	6.85	6.65	12.71	6.09	12.82	10.82	17.78	8.12	11.65	5.14	7.88	54.29	52.12	2.05	6.21	3.02	45.84	24.78	19.49	59.26	48.14	35.1	71.6	66.57	36.26
170516	48.63	272106605	2017	3	Control	14.5	23.6	4.0	22.0	16.8	27.6	13.1	14.8	24.8	10.6	13.0	18.4	50.16	68.44	43.3	43.51	63.23	54.63	59.27	49.69	41.45	41.44	37.4	2.37	5.16	12.46	14.68	4.93	4.38	2.28	12.6	6.06	6.3	11.95	4.35	11.69	8.93	19.71	9.25	10.92	7.79	8.37	43.95	41.56	1.87	2.24	1.07	25.79	11.74	8.57	44.03	36.56	28.61	59.84	58.18	18.85
170517	44.14	272107403	2017	3	Control	13.2	24.8	7.9	22.9	20.5	34.8	16.1	16.0	31.8	14.9	17.0	23.4	72.55	87.66	67.81	77.78	82.91	73.8	73.73	69.19	57.61	62.75	64.76	2.79	5.75	11.75	13.32	5.81	4.26	2.18	12.78	6.21	5.9	13.35	5.41	12.4	9.91	23.23	10.05	11.7	6.93	8.87	37.74	40.18	7.59	4.79	1.91	30.45	13.48	10.18	44.65	38.73	30.04	36.61	67.85	22.48
170518	45.17	272106704	2017	3	Dulled	11.3	20.7	0.0	19.0	15.3	26.9	14.7	16.4	30.1	15.8	19.8	24.9	54.35	73.8	47.16	48.13	65.95	53.1	63.72	56.22	49.03	53.78	48.19	5.84	3.56	20.13	23.95	9.35	5.77	3.9	21.07	11.7	10.56	23.09	11.74	21.63	17.57	29.16	15.18	17.89	9.84	15.68	47.56	50.26	2	4.91	1.53	32.97	19.13	15.03	55.96	45.42	32.13	74.94	71.75	39.39
170547	37.27	272107604	2017	3	Control	15.6	25.6	4.2	25.6	21.4	32.8	15.5	17.6	29.8	15.0	13.4	18.0	53.05	76.55	50.91	48.79	65.09	52.89	60.78	52.25	41.49	48.26	47.44	2.12	5.31	10.51	12.89	5.08	4.01	2.56	12.53	5.3	5.4	11.93	5.31	15.44	11.82	21.13	9.91	12.17	5.58	9.8	36.36	40.23	7.37	5.59	1.01	30.91	15.91	9.66	48.95	37.79	28.48	68.96	70.08	27.77
170556	45.68	272107749	2017	3	Control	12.0	22.6	5.0	14.2	13.7	26.4	17.0	11.7	26.3	15.4	21.3	34.5	57.71	73.48	45.75	52.56	62.14	53.12	51.02	43.68	41.94	44.39	45.33	2.32	4.21	10.69	13.4	3.92	4.72	2.55	10.08	7.13	5.67	13.43	6.43	10.75	8.71	17.26	6.81	9.04	5.27	7.1	45.93	46.69	7.27	4.15	3.71	45.12	23.42	16.29	63.75	45.27	29.51	35.47	65.64	34.53
170558	39.24	88004754	2017	3	Dulled	13.3	20.3	4.3	21.5	18.3	31.3	16.5	19.7	32.9	16.3	18.9	27.3	57.67	85.52	63.57	67.57	82.19	76.92	76.41	68.3	64.92	64.62		2.25	5.85	10.75	12.98	4.63	4.61	1.45	8.67	5.38	4.25	11.11	5.33	11.01	7.74	17.94	7.96	9.35	5.18	5.33						53.17	30.96	22.63	74.71	52.38	33.17	75.78	80.09	42.19
170559	25.35	272107751	2017	3	Dulled	11.0	15.7	0.0	16.0	14.3	21.9	12.0	16.2	30.0	13.0	18.0	26.5	54.69	76.16	53.02	54.25	68.17	54.8	57.22	49.02	36.41			2.4	5.55	11.85	11.11	3.8	3.86	1.62	12.8	6.12	5.62	12.04	5.43	10.2	9.3	19.54	6.86	11.07	4.49	6.95	42.04	48.74	8.82	6.38	0.97	25.48	18.42	13.48	56.84	42.6	29.63	38.62	71.29	35.74
170579	50.96	272107752	2017	3	Dulled	17.7	25.6	5.1	23.5	21.5	32.5	17.2	20.3	36.1	20.4	22.9	32.8	64.07	82.31	61.14	63.61	83.08	64.91	70.18	60.83	56.06			5.18	11.86	23.16	22.63	10.09	7.22	5.43	23.53	14.31	11.96	25.76	11.08	27.28	12.3	33.01	18.14	17.69	11.7	18.43	49.71	50.51	2.19	5.04	1.59	40.9	22.85	19.64	62.81	45.14	34.36	37.91	73.39	34.04
170580	34.07	272107625	2017	3	Dulled	10.6	19.4	0.0	17.4	14.5	23.8	13.8	13.7	26.6	11.2	12.4	16.5	44.86	59.81	43.39	42.57	59	47.56	51	41.87	21.33			2.83	6.3	14.56	15.39	5.56	4.12	3.21	14.74	6.53	6.87	16.67	7.96	14.2	10.71	22.53	11.71	13.22	6.98	10.74	46.99	49.93	10.26	7.92	2.36	39.16	26.86	18.07	74.97	44.48	32.16	70.43	70.47	32.82
170581	49.44	272106708	2017	3	Control	10.9	20.2	5.7	18.0	17.1	28.0	14.8	14.1	28.9	12.4	13.9	18.2	69.77	85.37	65.85	74.55	82.17	81.19	73.27	68.17	59.65			4.87	10.26	17.65	18.76	7.93	5.65	4.33	16.37	9.03	7.97	20.84	8.77	17.39	13.82	27.9	14.73	18.85	10.54	14.73						50.64	30.24	25.21	71.85	52.67	35.08	37.35	74.43	40.3
170583	50.18	232146953	2017	3	Control	17.8	28.8	8.5	25.3	24.1	37.1	20.7	20.7	37.3	18.6	18.6	26.7	69.38	85.2	70.06	74.07	82.25	77.03	78.69	70.77	62.33	69.01		3.21	7.74	13.27	16.15	6.42	4.71	3.06	13.8	7.71	6.92	15.7	6.44	14.81	13.04	22.5	10.5	14.59	7.6	11.03	50.53	53.52	2.01	4.55	2.4	48.19	27.8	20.23	64.63	48.93	35.49	75.78	78.02	39.74
170586	13.25	272107748	2017	3	Control	11.4	22.3	1.3	22.6	16.8	28.1	14.1	18.4	28.4	14.0	12.1	18.3	60.03	74.56	50.72	53.92	67.3	56.82	59.45	49.11	39.94	42.85	47	3.05	5.98	14.84	13.99	5.43	3.71	2.39	11.52	7.44	5.79	13.98	5.52	11.45	8.16	17.79	8.08	11.13	5.33	10.25	40.72	60.58	32.4	12.89	4.78	54.94	24.28	23.11	64.68	52.62	43.5	39.41	74.19	37.86
170587	19.65	272107068	2017	3	Control	10.6	18.5	2.8	16.9	16.9	22.9	11.4	12.7	24.2	13.2	15.8	20.2	64.28	84.65	63.22	62.44	85	65.11	70.46	60.55	52.48	54.07	48.8	0	7.47	11.93	14.8	5.46	0	0	14.49	5.89	7.73	12.16	6.73	13.31	9.52	19.95	9.32	11.68	6.12	9.47	38.83	44.68	16.15	6.28	1.23	47.32	21.06	14.31	57.48	46.28	40	63.02	67.31	30.71
170624	38.04	232146988	2017	3	Dulled	10.2	19.4	3.0	15.0	16.3	21.3	15.5	14.8	25.8	9.0	11.3	14.5	54.97	84.13	64.63	67.77	85.33	64.87	74.44	69.38	61.53	58.62	54.42	0	6.44	15.49	11.09	4.07	0	0	11.41	9.06	4.2	14.08	6.68	13.04	12.88	14.25	7.24	9.28	5.85	7.17	51.13	48.78	9.56	3.5	0.81	44.37	29.03	20.83	60.76	51.89	46.61	47.53	81.05	32.92
170626		272107750	2017	3	Dulled	9.8	18.8	0.0	16.7	17.8	23.8	13.3	14.1	26.8	13.8	15.6	22.5	64.53	84.91	67.21	63.66	84.56	75.69	78.97	68.28	68.45	73.15	61.08	5.75	3.42	23.26	22.55	8.59	8.37	0	19.16	14.76	9.94	23.16	11.56	27.08	15.42						48.6	53.32	9.91	10.14	2.63	48.92	23.95	20.55	60.7	48.69	42.25	40.05	77.78	40.98
170628	31.57	272106707	2017	3	Control	16.4	18.8	0.0	15.0	14.4	21.1	12.4	12.0	24.4	11.0	13.5	16.8	42.53	66.99	42.37	37.22	60.72	42.45	53.36	43.64	37.38	40.27	35.89	2.88	8.6	13.66	14.06	5.07	5.3	3.29	13.17	7.9	6.5	15.29	6.85	14.79	12.39	20	10.71	12.33	5.73	8.9	22.19	23.41	26.07	3.68	0.84	32.61	21.42	14.55	59.67	43.82	28.28	35.41	71.46	29.65
170630	30.25	240150355	2017	3	Dulled	7.4	13.7	4.7	11.6	11.5	19.3	10.3	9.2	19.9	11.2	20.2	27.0	53.89	60.57	36.14	31.28	43.53	32.23	35.3	25.87	21.08	21.83	22.4	4.32	13.01	20.27	32.56	10.05	5.85	3.06	17.58	9.87	9.9	21.67	9.78	17.92	13.18	24.52	20.91	23.97	15.93	16.4	46.65	47.55	2.01	7	2.25	32.63	20.8	15.51	52.62	43	31.95	38.38	72.16	33.82
170660	43.38	272107753	2017	3	Control	11.7	24.1	0.0	18.6	17.2	26.0	14.0	16.0	31.7	13.9	16.7	20.0	48.16	74.33	54.29	54.89	74.32	49.94	69.59	55.04	53.59	55.89	56.41	2.56	5.12	13.22	11.93	4.44	3.58	0	13.31	5.19	5.94	11.39	5.51	13.79	8.15	16.59	7.38	9.95	4.62	6.96	39.64	42.18	8.15	4.96	1.06	30.66	15.46	10.48	45.76	37.24	31.13	31.2	64.88	27.09
170701	41.23	272106711	2017	3	Dulled	11.8	21.3	0.0	16.2	14.3	20.4	12.9	12.8	25.1	9.7	12.7	16.4	48.07	70.7	41.07	42.74	63.27	47.22	54.61	43.82	36.54	39.39	34.56	3.08	6.46	12.61	14.9	4.73	4.09	2.43	10.57	5.54	5.89	13.18	5.57	13.45	8.95	17.02	8.79	11.66	5.91	6.87	26.24	52.13	27.87	12.47	3.09	50.09	24.67	20.19	59.45	49.46	38.06	75.41	69.9	34.31
